,RetweetCount,Tweet,PronounFlag,UnknownFlag,AtSymbolFlag
3115,2,RT @problematicship: @gxldpevrls @MegzLovesDricki Y’all always say someone is copying Nicki and that’s why people will always hate barbs,0,0,1
3116,2,Hey friends! Today is #GivingTuesday. Check out this link to learn about boo2bullying organization striving to end… https://t.co/N5qPjYEfMI,0,0,0
3117,10585,"RT @marie_brownsuga: i hate arguing through text. let's argue in person so, i can knock yo ass out.",0,0,1
3118,25,"RT @mrgregshields: @GOP @PAGOP Trump: ""I have a car for sale.""
Dems: ""We're interested in buying a car.""
Trump: ""I'll never, ever sell it t…",0,0,1
3119,0,God I hate people https://t.co/Gt2zU5CtuL,0,0,0
3120,5,RT @WayneJ28791698: Liberals hate that President Trump is successfully using Twitter to bypass their their leftist MSM to communicate with…,0,0,1
3121,250,RT @ouch: who hurt you so much that you started to hate yourself?,1,0,1
3122,1514,"RT @MarkRuffalo: Love that I get to share a cover with my friends. Hate that it’s tainted with “Trump."" https://t.co/NrV3a0W5Ao",0,0,1
3123,0,Why? I don’t kno but I am. I hate anxiety 😭,0,0,0
3124,250,RT @ouch: who hurt you so much that you started to hate yourself?,1,0,1
3125,0,Nigerian Men Love To Hate Me. I Don’t Get It Lol,0,0,0
3126,1464,RT @VanigliaGhia: Pink is legit like the best colour I feel like people get taught to hate it and then years later learn the unholy error o…,0,0,1
3127,4,RT @productivepanch: i hate shakespeare with a passion,0,0,1
3128,177,RT @pathofrad: me sliding into a friend's dms to  complain about something we both hate https://t.co/7v2DuzACfo,0,0,1
3129,4442,"RT @dismiss: you always say you hate to see me hurt, and you hate to see me cry. so all those times that you hurt me, did you close your ey…",0,0,1
3130,250,RT @ouch: who hurt you so much that you started to hate yourself?,1,0,1
3131,2,RT @bigdevon__: I Hate a bad bitch wit a fucked Up mindset,0,0,1
3132,795,"RT @WorldStarFunny: hate when ppl use their zodiac to justify shitty behavior like ""sry i can't help it im a scorpio."" no Susan you're just…",0,0,1
3133,114,RT @sallyberry36: 7 THINGS I HATE ABOUT U UR VAIN UR GAMES UR INSECURE U LOVE ME U LIKE HER U MAKE ME LAUGH U MAKE ME CRY I DONT KNOW WHICH…,0,0,1
3134,0,"308$ for a straightener, I hate being a girl",0,0,0
3135,69,"RT @CounterMoonbat: Poor people like booze

Republicans want to cut booze taxes

Lefties oppose cutting booze taxes

Lefties hate poor peop…",0,0,1
3136,0,you gotta kinda hate Louis CK when your entire life you've been trying to let girls NOT see you masturbate,0,0,0
3137,0,"@doodlebug0 @TopherSpiro @SenJohnMcCain They don't care about us, unless you happen to be one of the 1%, donor clas… https://t.co/xEWTJITXGa",0,0,1
3138,0,@Kyle_inProgress @TheRealDonWrite @alexquigley @Buekish @realMSTD @RedSoxRedShoes @capefearcadaver @NICKSMASHED… https://t.co/0gFOi88YKt,0,0,1
3139,275,RT @whosalexander: i hate when old people say that tattoos are a waste of money like okay Beatrice you have a cabinet full of expensive pla…,0,0,1
3140,10585,"RT @marie_brownsuga: i hate arguing through text. let's argue in person so, i can knock yo ass out.",0,0,1
3141,3,RT @AlyssaPickerin3: Man I️ hate girls who are randomly nice to other girls ! THE WORST https://t.co/Q6RAmRjiPk,0,0,1
3142,0,The scar is still there and i hate it ts leave the scar to my heart and my beautiful memories with bap,0,0,0
3143,0,@oharris69 I really hate you,1,0,1
3144,3,RT @moxietreasure: @Davina_Bennett_ u #Jamaica. PEOPLE TRULY hate BLACK Americans &amp; 80% is aware now im so happy u bloodclod! DIDN'T WIN! B…,0,0,1
3145,118,"RT @TrumpsDC: Its about time these clowns got a taste of their own medicine! 

You pushed your hate-filled, mentally deranged, thought proc…",0,0,1
3146,125,RT @oceanvibe_: i hate ppl who get personally offended when im in a bad mood like im not mad at u susan im mad at the world,0,0,1
3147,2,RT @LJthaFiasc0: I hate Big Ten basketball,0,0,1
3148,3,RT @Girlthatsguwop: 1 thing I hate about some people is that they will ask you for money &amp; claim they can’t pay for this and that but be on…,0,0,1
3149,1375,"RT @SieteWhite: Me in Texas: I hate this country ass hell hole can't wait to get OUT

Me anywhere else: The Texas flag? ICONIC. I bleed swe…",0,0,1
3150,4,"RT @zlando: Muslims hate:
Jew
Hindu
Copt
Christian
Bahai
Kurd
Yadzi
African
White
Asian
Sunni
Shiite
Achmadi
Balochi
and made u… https://t.…",0,0,1
3151,2,I hate that no one gets me and the ones that claim they really do really don’t always quick to pass judgment Becaus… https://t.co/VIr5wwrhGs,0,0,0
3152,190,RT @AaliyahJay: People be so boring with no creative insight that they hate when others are creative or are inspired by other ppl,0,0,1
3153,25924,RT @dentbear: เมื่อคุณกับเพื่อนอ้วนจนตัดสินใจลดน้ำหนัก แต่ดันไปเจอร้านขนมน่าอร่อยแล้วพร้อมใจเลื่อนลดน้ำหนักเป็นวันพรุ่งนี้ https://t.co/LOb…,0,0,1
3154,250,RT @ouch: who hurt you so much that you started to hate yourself?,1,0,1
3155,1,"RT @kyleFFfellas: Obviously not a NYG guys, but man, hate for Eli. Just don't see the point of benching him.",0,0,1
3156,2,"I hate that it gets dark early, Bc it feels late af",0,0,0
3157,3,"RT @MatrixTAD: @BasimaFaysal His parents arent baffled but totally proud of their jihadi boy
You put kids in muslim schools or send them to…",0,0,1
3158,0,"""Inhale love exhale hate, ill I see is positivity I'm blind to the hate."" Makavelligiga",0,0,0
3159,0,i hate the idea of bts at mama and not winning the awards that they fucking deserve.,0,0,0
3160,33,RT @muhrays: I'd hate to make y'all cry but can we all seriously just take a moment and talk about how big and know why don't we is. rememb…,0,0,1
3161,0,RT @XoxoJayda_: I hate Mario ass.,0,0,1
3162,0,@ArthurSchwartz @JackPosobiec @ChrisMurphyCT @lucianwintrich Why would you encourage hate and violence? See what I… https://t.co/Iq06dkqQTR,0,0,1
3163,0,"i think girls just need to admire other girls beauty instead of talking down about them. if you think she’s pretty,… https://t.co/w5EFf2Aiax",0,0,0
3164,10585,"RT @marie_brownsuga: i hate arguing through text. let's argue in person so, i can knock yo ass out.",0,0,1
3165,21,RT @ellenkellylind: @SlimmingWorldUS Aware your ad's appearing on racist sexist Breitbart? Manage your weight &amp; your ads without funding ha…,0,0,1
3166,0,hate going to sleep upset ☹️,0,0,0
3167,2,"RT @regressIan: Wait...so people actually think Nylander’s having a bad season. I hate to be this guy, but do they even #WatchTheGames? He’…",0,0,1
3168,0,@flint_writes Sorry to hear you've been poorly. But yay to smashing the bridging scene! Hate bridging scenes that h… https://t.co/yNgVZpBMUG,0,0,1
3169,0,You can hate the player but you can’t hate the game,0,0,0
3170,66,"RT @commandcast: In solidarity with our friend and fellow content creator @cspranklerun, there will be no podcast this week.

Plz take this…",0,0,1
3171,1,"RT @itsRenaya: I hate when people text me and once i reply, they don’t reply.... that’s why i don’t open messages now",0,0,1
3172,1464,RT @VanigliaGhia: Pink is legit like the best colour I feel like people get taught to hate it and then years later learn the unholy error o…,0,0,1
3173,0,I HATE SCHOOL,0,0,0
3174,0,@qielaa__ haters gonna hate 👎🏻,0,0,1
3175,1512,"RT @DelaneyRayment: Me in Michigan: it hate this place it’s snowing but it was 80° yesterday and the roads suck 

Me anywhere else: Detroit…",0,0,1
3176,34,"RT @TheEpicFootball: I hope none of our followers were involved in this massacre, this is shameful, Football is supposed to unite people fr…",0,0,1
3177,2,RT @karamie_layne: i hate being a lil paranoid piece of trash,0,0,1
3178,0,what do you mean you hate party in the usa,0,0,0
3179,317,RT @LouisFarrakhan: This country has been led along a path that is taking it down very quickly. The Bible teaches about a Mystery Babylon t…,0,0,1
3180,250,RT @ouch: who hurt you so much that you started to hate yourself?,1,0,1
3181,80,"RT @yatzfigueroa: I hate when guys say ""ya duermete"" just to hmu lmaooo like bai 😂😂😂😂",0,0,1
3182,0,I hate getting attached..,0,0,0
3183,0,@realDonaldTrump @POTUS I hate you,1,0,1
3184,0,@akaworldwide @MichuZibani Okay I tried to hate on this pic but its too nice. 😅😅😅🤣🤣🤣. Keep happy🤟🏿💪🏿,0,0,1
3185,0,Who knew I could hate Purdue so much....,0,0,0
3186,473,RT @toopoor_: jealousy is just love and hate at the same time,0,0,1
3187,197,RT @ldgadamn: I am at place in life where my peace is a priority. I deliberately avoid certain people and situations just to protect my men…,0,0,1
3188,31,"RT @_MCKENTON_: I hate when niggas on twitter try to argue talkin bout we shouldn't send our girl money. Just say you can't afford to, your…",0,0,1
3189,250,RT @ouch: who hurt you so much that you started to hate yourself?,1,0,1
3190,0,@iluvcle216 i just hate shane involving himself in the ring,0,0,1
3191,0,I hate when @Samlop3z and @og_flynnsanity both like my tweet because based on profile pics idk who’s who,0,0,1
3192,299,RT @blxcknicotine: I hate liars,0,0,1
3193,0,"@gehrig38 Curt, keep loving your hate.",0,0,1
3194,2724,"RT @weakroses: 83. prince hans
- ok i hate this movie
- did anna so dirty
- i knew something was wrong with him since the beginning smh htt…",0,0,1
3195,197,RT @ldgadamn: I am at place in life where my peace is a priority. I deliberately avoid certain people and situations just to protect my men…,0,0,1
3196,197,RT @ldgadamn: I am at place in life where my peace is a priority. I deliberately avoid certain people and situations just to protect my men…,0,0,1
3197,125,RT @oceanvibe_: i hate ppl who get personally offended when im in a bad mood like im not mad at u susan im mad at the world,0,0,1
3198,0,@rykewolfmeadows I hate you 💀,1,0,1
3199,1,"3/3 / To the Ends of the Earth / 55k / https://t.co/dcLCqO9WCp / 
canon, hate/love, pining, heavy angst, tension, b… https://t.co/1mdwd8lE1f",0,0,0
3200,197,"RT @glorystigma: Hay fandoms que sinceramente no tienen moral para llamar a Army el peor fandom. Internamente somos de los más unidos, y JA…",0,0,1
3201,1,all i am is a man i want the world in my hands i hate the beach tchu tchu tcha tcha https://t.co/JlOZy76JBt,0,0,0
3202,0,@PC_Hiefield Classic Chip. I hate it...,0,0,1
3203,17868,RT @PETTYMAMII: DON’T touch my face. I hate that shit 😂,0,0,1
3204,5,RT @400mChase: im honestly giving up stopped caring about a lot of stuff &amp; i hate how people try to sugarcoat stuff with me like frfr just…,0,0,1
3205,406,RT @PitbullPics: How can anybody hate pibbles https://t.co/iatAQRXlqm,0,0,1
3206,17868,RT @PETTYMAMII: DON’T touch my face. I hate that shit 😂,0,0,1
3207,2,RT @mackkmorrison: i hate being jealous,0,0,1
3208,233,"RT @asiamilian: People really don’t understand shit like that really fucks you up, and you grow to hate your parents which isn’t okay either",1,0,1
3209,2499,RT @MacBibIe: I hate being second to those I put first.,0,0,1
3210,0,You hate me but you watching my snaps. like bitch you miss me.,0,0,0
3211,0,@pewdiepie Have good day! no hate,0,0,1
3212,0,"I just feel so off today, I hate it",0,0,0
3213,0,"Eu fico muito triste quando vejo as pessoas tendo hate pelo Ryan, ele merece tanto quanto os outros. Se esforçou e… https://t.co/Tq3i2U6Rjw",0,0,0
3214,6,"RT @EyeKeem: New Song 🎗

Cookin (Prod. @CharlieShuffler) 

Run This Up For The Rest Of The “Love // Hate” EP 🖤🌷 https://t.co/zaxJ61YLyf",0,0,1
3215,3,I have decided to stick with love. Hate is too great a burden to bear.  -Martin Luther King Jr. #ALDUBNationOneLove,0,0,0
3216,598,"RT @shadesofslaylor: 31. NEW ROMANTICS 
IT'S ABOUT TAYLOR &amp; HER FRIENDS AND HOW SHE MAKES THE BEST OF EVERYTHING,  EVEN THE HATE SHE GETS h…",0,0,1
3217,64,RT @paitynboyt: Be so busy loving your life that you have no time for hate,0,0,1
3218,3,RT @wtfdoicare33: @TheLeadCNN What a Embarrassment to America @realDonaldTrump a Admitted Sexual Predator ENDORSES a #ChildMolester Then LI…,0,0,1
3219,95,RT @mky: I hate being sick 😣😷,0,0,1
3220,0,Niggas hate when you know your worth.,0,0,0
3221,0,i didn’t do any hw i HATE myself,0,1,0
3222,58,RT @TaySixO: Hate People That Try to DownPlay Other Peoples Situations to Make they Self Look Better💯#Fake❗️,0,0,1
3223,0,i hate faking that i’m happy,0,0,0
3224,72,RT @FlirtyNotes: I hate the idea of anyone else having you.,0,0,1
3225,125,RT @oceanvibe_: i hate ppl who get personally offended when im in a bad mood like im not mad at u susan im mad at the world,0,0,1
3226,24809,RT @krystaalnicole: When oomf keeps tweeting how they “hate being single” but I’ve BEEN tryna give them all my love https://t.co/5r0EUkt3EO,0,0,1
3227,10586,"RT @marie_brownsuga: i hate arguing through text. let's argue in person so, i can knock yo ass out.",0,0,1
3228,0,Do you ever hate 98% of the people you know,0,0,0
3229,0,@SchaffnerKevin @MarioBooneTV @UConn @lucianwintrich @WTNH Uhh.. the fascists were the folks putting on their littl… https://t.co/y0XYRsgqJ0,0,0,1
3230,196,RT @ldgadamn: I am at place in life where my peace is a priority. I deliberately avoid certain people and situations just to protect my men…,0,0,1
3231,1,The Democrats what to shut the 360 million American citizens country down for 700 thousand illegal immigrants.  Hav… https://t.co/rPbYwlkq2Q,0,0,0
3232,34,"RT @TheEpicFootball: I hope none of our followers were involved in this massacre, this is shameful, Football is supposed to unite people fr…",0,0,1
3233,250,RT @ouch: who hurt you so much that you started to hate yourself?,1,0,1
3234,1,RT @ancbby_: I dead ass hate group work,0,0,1
3235,1056,"RT @slpng_giants: Not only is this shameless shill trying to crush #netneutrality for his old employer, he’s trying to use his position to…",0,0,1
3236,4,"RT @matthewcsmith08: A haiku based on today's heightened security...

Running late to class
Stopped by security guard
Hate you, Amy Grant.",1,0,1
3237,2967,RT @smolkjd: I'm tired of Power getting so much hate we get it you spend your days looking out of the window with sad music playing in the…,0,0,1
3238,0,@gel_calderon Omg she definitely didn’t hate you! She loves all of my friends!,1,0,1
3239,196,RT @ldgadamn: I am at place in life where my peace is a priority. I deliberately avoid certain people and situations just to protect my men…,0,0,1
3240,2,"i hate those friendships that just end for no reason, you just stop talking",0,0,0
3241,0,"When people complain about how much they hate being single I wanna scream ""THIS IS WHY YOU'RE SINGLE""",0,0,0
3242,0,I hate ppl that think everything they say is correct STFU,0,0,0
3243,0,"Me, filing for divorce in 20 years: I hate that stupid old pickup truck you never let me drive
Him: I don't have a-… https://t.co/4qcLypD6Jx",0,0,0
3244,250,RT @ouch: who hurt you so much that you started to hate yourself?,1,0,1
3245,0,"I will forever ""hate"" Doña Hilda por joder su relación. Idgaf if Cata did this or Cata did that, that he should've… https://t.co/1b2JgAZtD0",0,0,0
3246,22,RT @_Uhtred_: @PalmStkMan @PalmRestaurant do you know that Facebook serves your ad to an alt right hate speech platform? Please consider pu…,0,0,1
3247,0,I hate being lied to.,0,0,0
3248,0,RT @vivaden3: @SomethingTexty You can't hate me...I'm adorable🤨,0,0,1
3249,12914,RT @CurlyHeadJackyy: I’m a picture hoarder 😂 lowkey hate deleting shit.,0,0,1
3250,0,"No matter how long it takes somebody to reply to me, ill always reply back in like 3 seconds🙄 I️ hate my self",0,1,0
3251,1,RT @mstashamorris: I have a love hate relationship with #ThisIsUs I love the writing. I hate that it makes me cry. Every Tuesday I go on an…,0,0,1
3252,0,When i get faded you hate it but baby it's gon' be alright!,0,0,0
3253,433,"RT @TheWeirdWorld: Life is like a box of chocolates, halfway through you realise how much you hate yourself.",1,0,1
3254,3204,"RT @AYE_ME_adelee: 13. i, hate you
https://t.co/hvoYsW7dsB",1,0,1
3255,0,@Twenty2Savage they hate themselves,1,0,1
3256,125,RT @oceanvibe_: i hate ppl who get personally offended when im in a bad mood like im not mad at u susan im mad at the world,0,0,1
3257,0,I hate when people are late. You know the time you have to be there by... plan responsibly. https://t.co/CEzNGmKOvn,0,0,0
3258,0,@yobelande @LyssaLeeLove Hahahah I hate you,1,0,1
3259,196,RT @ldgadamn: I am at place in life where my peace is a priority. I deliberately avoid certain people and situations just to protect my men…,0,0,1
3260,0,It’s been nearly two months and I still haven’t used tr-phy wife. all because I don’t have a purple lipstick and ke… https://t.co/rYWuzCVNsD,0,0,0
3261,3090,RT @taesupremacist: how can ppl hate taehyung when he's the most sweetest guy w the purest soul ever that loves his family and friends so m…,0,0,1
3262,250,RT @ouch: who hurt you so much that you started to hate yourself?,1,0,1
3263,0,@lyssaaLouuu you’ll always hate her. trust me.,1,0,1
3264,694,RT @thegaycatlady: I refuse to hate how deeply &amp; blindly I love; I see the good in everybody. I used to view it as a weakness bc people tak…,0,0,1
3265,0,i hate this tweet but love legends https://t.co/aeePUIZZTV,0,0,0
3266,0,Ian w all this slow texting shit lol I hate it,0,0,0
3267,18,RT @Goodvibes888888: Though I hate Pungi but I don't want them to be evicted cause I want Luv to go. That wil be fun to see Hina's crying d…,0,0,1
3268,0,"@PerezHilton I really effing hate the term ""stan."" It's disgusting.",0,0,1
3269,207,"RT @soloshixun: i honestly don't understand the logic behind the bandwagon hate for sehun. he's never done anything problematic, does his j…",0,0,1
3270,0,@Kent_Wilson I hate watching Sam. Sunk Cost.,0,0,1
3271,0,@Yakcall I hate you,1,0,1
3272,0,Update: i came home but I’m going to try and start the short film screenplay that’s been in my head for like three… https://t.co/JhpuoAAw2C,0,0,0
3273,0,ugh this thread is fucking terrible i have 0 motivation for this and i hate how it flows,0,0,0
3274,250,RT @ouch: who hurt you so much that you started to hate yourself?,1,0,1
3275,0,I love turtle necks... I use to hate them as a kid but I’m now appreciating how warm they keep my neck 😭,1,0,0
3276,1,@Brento_Bento this image contains so much raw energy and i hate it so much https://t.co/BRKmIZ6qDM,0,0,1
3277,196,RT @ldgadamn: I am at place in life where my peace is a priority. I deliberately avoid certain people and situations just to protect my men…,0,0,1
3278,0,I hate this break between the holidays and new episodes. 😩😩😩 #thisisus,0,0,0
3279,250,RT @ouch: who hurt you so much that you started to hate yourself?,1,0,1
3280,0,Love or hate me❤️Im always going to stay by your side❤️hurt and abuse me😊ill still come back and love u 💜thats just the person I am :),0,0,0
3281,0,"@tweetyoungdoug exactly lol. He has the basketball IQ, he just gotta get that jumper under control and put some wei… https://t.co/WDLOu7cZzy",0,0,1
3282,0,Pretty soon I’ll be able to get my own place I’d just hate to live alone 🙃,0,0,0
3283,0,@SUNRISEHlGHWAY I HATE THEM,1,0,1
3284,0,"@Otek007 @gusnlea @MeanOlLiberal @BurtonSharlene @JMD_813 @NancyPelosi @realDonaldTrump No, he’s not a politician.… https://t.co/TQ4KyMnRvx",0,0,1
3285,0,@Lord_Crane17 Nah don’t hold onto hate like that,0,0,1
3286,0,I cried in my yoga class because she was playing stand by me and it wasn't the Florence version but I still fucking… https://t.co/qcWB3nxpJT,0,0,0
3287,8,"RT @HoityPloidy: Why does the GOP hate tetraploids?
Because they are 4N
#polyploidyjokes",0,0,1
3288,1395,"RT @amrezy: Haters don’t hate you, they hate the love you get. Because essentially that’s what they want.",1,0,1
3289,0,I hate him 🤦🏽‍♀️😂,1,0,0
3290,42,"RT @iambryanreyes: Maine Mendoza doesn't deserve the hate in the world. Honestly, she's one of the few genuine people in Phil showbiz. It t…",0,0,1
3291,0,"@TechnicallyRon Meh. Maybe not ""traditional"" but certainly striking. Whatever. I hate all holiday decorations and fuck Christmas.",0,0,1
3292,0,my break turned into 3hrs i hate myself,0,1,0
3293,0,@SI_PeterKing Yes but this is a”head/heart” thing....he’s such a good guy and has stayed classy. With all the injur… https://t.co/o83mmjLO6U,0,0,1
3294,29,RT @GDuracak: Y’all so annoying with this. Black is black. Y’all had no problem accepting Obama as the first black president. This idea you…,0,0,1
3295,0,"the, like, 1 thing i hate about mic drop

is you drop the mic at the END OF EVERYTHING U HAVE TO SAY U DON'T DROP I… https://t.co/QUDoUQYwhr",0,0,0
3296,1,"RT @samm___01: Fr, hate sleeping alone",0,0,1
3297,320,"RT @gawjvss: when future said “ Ain’t falling in love wit no hoe, that’s what u want from me, that’s what u really expect? You thinking i’m…",0,0,1
3298,0,@CW_Arrow @CW_TheFlash I hate how y’all spoiling it to us west coasters who havent seen it yet.,0,0,1
3299,0,I HATE YOUUU😂😂😂😂😭that shit don’t phase me no more😤 https://t.co/cHPTeLLzz9,1,0,0
3300,0,LEBRON ALWAYS GETS FOULED LIKE THIS AND THEY HATE GIVING HIM THE CALL CUZ HE'S 6'8 250 https://t.co/bJE9rH5lEX,0,0,0
3301,10587,"RT @marie_brownsuga: i hate arguing through text. let's argue in person so, i can knock yo ass out.",0,0,1
3302,2058,"RT @krassenstein: Standard Media Index (SMI) has just released some pretty AWESOME 3rd Quarter Ad Revenue numbers that Trump will Hate.

De…",0,0,1
3303,250,RT @ouch: who hurt you so much that you started to hate yourself?,1,0,1
3304,0,@corinne14marie @MisterPreda Yours is kawaii though. Honestly i hate all of my drawings,0,0,1
3305,0,@grantedeth I HATE MYSELF,0,1,1
3306,416,"RT @JrcheneyJohn: Racist Much ?     Black Lives Matter Plans A ‘BLACK’ Christmas to Resist ‘WHITE’ Capitalism 

It’s Only the hate filled l…",0,0,1
3307,2,RT @ambcrl: Lmao i hate when mfs act like i don’t know what’s goin on,0,0,1
3308,0,I hate your FREAKIIIING GUTS https://t.co/4rZ3asOWYq,1,0,0
3309,29,"RT @US_Veteran7: George Soros thinks he’s God►https://t.co/iDJucSkY8g
Death Star: #Soros Transfers $18B to Open Society Foundations►https:/…",0,0,1
3310,3183,RT @OGCOZYB: Hate my smile but I love myself 💛 https://t.co/bz56S7rOk8,0,1,1
3311,0,"Your cat  will love these discounted towers, and still hate you, the person who bought it. https://t.co/P5YFTbViSa https://t.co/9K8QphFfOw",1,0,0
3312,1,I hate to be that guy but this media success moment is also a media failure moment. https://t.co/z5g06qbYvx,0,0,0
3313,11,RT @SunoYawr: I hate when I'm listening to music really loud and I have to keep pausing it coz I constantly think I'm hearing my name being…,0,0,1
3314,1464,RT @VanigliaGhia: Pink is legit like the best colour I feel like people get taught to hate it and then years later learn the unholy error o…,0,0,1
3315,69,"RT @CounterMoonbat: Poor people like booze

Republicans want to cut booze taxes

Lefties oppose cutting booze taxes

Lefties hate poor peop…",0,0,1
3316,44923,"RT @katesandrick: i hate small talk. i wanna talk about atoms, death, aliens, sex, magic, intellect, the meaning of life, faraway galaxies,…",0,0,1
3317,0,@MrPrimoNZ You spin me right round ... but no hate here! Really sorry about that disruption - hope all is ok now &gt;… https://t.co/qQBAWdhR6b,1,0,1
3318,0,"I can finesse'em without pullin out my gun, how you gone still hate me?🤔",0,0,0
3319,0,"I hate people who take advantage of my mom, she’s the most giving person ever and doesn’t deserve all this bullshit from my family",0,0,0
3320,0,i hate glitter or shiny shit on the dress 😂 i like it plain and simple 😝,0,0,0
3321,0,@mirabel_chan I'm gonna try and keep going and hope to gods therapy happens quickly. I have 7 hours left in this au… https://t.co/iLREeGXwFp,0,0,1
3322,0,I hate when they slam superstars on the table and the table doesn’t break. I miss the attitude era. #SDLive,0,0,0
3323,264,RT @RAnkney: #VoiceSaveAdam Because I’d hate to not vote and him lose by one vote.,0,0,1
3324,0,I hate it when I go to brandy melville and there’s like nine year olds there. it makes me feel like I’m a grown wom… https://t.co/GZi049zzU3,0,0,0
3325,0,"@melaniejade_ And now I hate him, too.",1,0,1
3326,196,RT @ldgadamn: I am at place in life where my peace is a priority. I deliberately avoid certain people and situations just to protect my men…,0,0,1
3327,3,"RT @kojima_masasige: 第３次男女共同参画基本計画の正体: 

男女平等の美名の下、数々の日本解体構想が盛り込まれた売国政策の正体

【日本終了法案】女性差別撤廃条約選択議定書【離婚・堕胎・推進法】 

＜目次＞
■... http://bit.ly/a7iV…",0,0,1
3328,3,RT @karinasauceda5: I HATE WHEN THE STARBUCKS LADY ASKS FOR MY NAME AND I HAVE TO SAY MY NAME IN A WHITE TONE.,0,0,1
3329,43,"RT @justicedems: Good to know that ""moderate"" Republicans at the Heritage Foundation are embracing Nazi-sympathizers like Gorka. They use h…",0,0,1
3330,189,RT @CurlyHeadJackyy: Miserable bitches and niggas hate when you don’t acknowledge they ass 😂 they really b bothered af cause they want you…,0,0,1
3331,2058,"RT @krassenstein: Standard Media Index (SMI) has just released some pretty AWESOME 3rd Quarter Ad Revenue numbers that Trump will Hate.

De…",0,0,1
3332,0,I hate when my friends are upset☹️,0,0,0
3333,0,@RealSkipBayless MJ was sitting at home at the point in his career. Always looking to take a shot at LBJ. The hate… https://t.co/FhG6g5nAPy,0,0,1
3334,1,RT @BlairUpchurch18: wow i hate paris drivers,0,0,1
3335,250,RT @ouch: who hurt you so much that you started to hate yourself?,1,0,1
3336,0,"Honestly hate liars n cheaters, if you wanna do that leave, so disrespectful and heartbreaking 💔",0,0,0
3337,0,I hate how I have 3 exams on dead week🙃😊...so when will I have time to study for finals..🤔🤔🤔,0,0,0
3338,2,"RT @AnaMardoll: She goes to the Associated Press and tells them that ""Social Security is National Socialism. No one could hate the Germans…",0,0,1
3339,10587,"RT @marie_brownsuga: i hate arguing through text. let's argue in person so, i can knock yo ass out.",0,0,1
3340,21,RT @KellieCage: I hate small talk tell me about your favorite vines,0,0,1
3341,0,@YonhapNews I think #KimJungun just hates waking up everyday and living. I believe he's anti life for him and his o… https://t.co/GGLquALdQD,0,0,1
3342,2,RT @everettalbin43: how could u hate on JT after everything he as done... he got us to 2 big ten championships... a playoff appearance... a…,0,0,1
3343,0,"The first and last sentence are true, sadly though, they hardly text me and I'm usually the one texting them but th… https://t.co/fMw7TQtwi0",0,0,0
3344,3,RT @Hudson_the_Dog: I'm playing in the Parkland Dog Park. There's a dog here called Rocky who always tries to bite my neck. I hate that dog…,0,0,1
3345,0,Ian Cole is the Pens best d-man! I would hate to see him leave,0,0,0
3346,0,Ah I hate it when I’m woken up by my bladder and then unable to get back asleep 😩,0,0,0
3347,0,Yo tengo el mismo crush desde hace como 3 años. I hate myself for it.,0,1,0
3348,0,I hate myself for coming to the store in my PJs 😭,0,1,0
3349,0,"@DragonflyJonez @Guardabascio Make fun of his dog, they hate that",0,0,1
3350,795,"RT @WorldStarFunny: hate when ppl use their zodiac to justify shitty behavior like ""sry i can't help it im a scorpio."" no Susan you're just…",0,0,1
3351,26,"RT @colferqueen: Me: I’m over glee
Person: I hate Kurt Hummel
Me: LISTEN YOU LITTLE FUCKER KURT HUMMEL WAS THE MOST PRECIOUS, LOYAL PERSON…",0,0,1
3352,10587,"RT @marie_brownsuga: i hate arguing through text. let's argue in person so, i can knock yo ass out.",0,0,1
3353,280,RT @ABOOGlE_: I wonder how many strangers hate me bc of how someone else described me to them,0,0,1
3354,890,"RT @ScootaBallout: Hate when mfs got 1,000 gifs but no pictures like how tf do you look ? Who are you ? 😂",0,0,1
3355,126,RT @oceanvibe_: i hate ppl who get personally offended when im in a bad mood like im not mad at u susan im mad at the world,0,0,1
3356,196,RT @ldgadamn: I am at place in life where my peace is a priority. I deliberately avoid certain people and situations just to protect my men…,0,0,1
3357,10587,"RT @marie_brownsuga: i hate arguing through text. let's argue in person so, i can knock yo ass out.",0,0,1
3358,1,RT @Mrs_Franzia: MACADOO SAYS GENO FUCKING SMITH WILL GIVE THE GIANTS A BETTER CHANCE AT WINNING??? GOD I FUCKING HATE YOU MACADOO.,1,0,1
3359,51,"RT @MarieAranda1: I hate when boys tell me ""don't be shy"" LIKE, boy u so cute ion know how to act",0,0,1
3360,0,Honestly hate how remy comes in a box cus I always just throw it on the ground instantly,0,0,0
3361,8,"RT @ashleylaw371: Please...
She stated in her tweet, she deserves all the hate in the world,  and yet you still continue. 
Please. Ano pa b…",0,0,1
3362,10587,"RT @marie_brownsuga: i hate arguing through text. let's argue in person so, i can knock yo ass out.",0,0,1
3363,1611,RT @HayesGrier: smile at people who hate you,1,0,1
3364,729,"RT @Mare3097: me: I have 9 friends 

friend: I hate k-pop why do you even listen to it

me: https://t.co/ELNf6gJDfw",0,0,1
3365,0,deep hate for late reps🙄,0,0,0
3366,0,I hate hate sleeping alone now 🙄,0,0,0
3367,196,RT @ldgadamn: I am at place in life where my peace is a priority. I deliberately avoid certain people and situations just to protect my men…,0,0,1
3368,0,The suspensions are only 12 hours. Report. Block #trolls #bots #hate https://t.co/u8IlrpmVAb,0,0,0
3369,0,My lips are getting so dry I hate it !!! 😩,0,0,0
